#id, label
138736950, Computer science
138736950, Theoretical computer science
138736950, Qualitative property
2610284407, Systems modeling
2610284407, Machine learning
2610284407, Artificial intelligence
2610284407, Context model
2610284407, Systems engineering
2610284407, Service-oriented modeling
2610284407, Solution architecture
2610284407, Enterprise architecture framework
2610284407, Systems design
2610284407, Computer science
2610284407, Applications architecture
2610284407, Reference architecture
3082394896,  Collaborative learning
3082394896,  Edge computing
3082394896,  Information privacy
3082394896,  Metasearch engine
3082394896,  Computer science
3082394896,  Valuation (finance)
3082394896,  Machine learning
3082394896,  Artificial intelligence
3082394896,  Special section
2964343612,  Inference
2964343612,  Inference engine
2964343612,  Compiler
2964343612,  Probabilistic logic
2964343612,  Posterior probability
2964343612,  Swift
2964343612,  Memory management
2964343612,  Programming language
2964343612,  Probability measure
2964343612,  Computer science
2739763670,  Segmentation-based object categorization
2739763670,  Scale-space segmentation
2739763670,  Image segmentation
2739763670,  Pairwise comparison
2739763670,  Pattern recognition
2739763670,  Computer vision
2739763670,  Computer science
2739763670,  Artificial intelligence
2739763670, Machine learning
2739763670, Image segmentation
2739763670, Artificial intelligence
2739763670, Pattern recognition
2739763670, Pairwise comparison
2739763670, Segmentation-based object categorization
2739763670, Computer vision
2739763670, Computer science
2739763670, Scale-space segmentation
1607458669, Machine learning
1607458669, Artificial intelligence
1607458669, Formal grammar
1607458669, Natural language
1607458669, Natural language processing
1607458669, Computer program
1607458669, Computer science
1607458669, Semantic computing
1607458669, Syntax
1607458669, Hierarchical network model
1607458669, Semantic network
1607458669, MultiNet
3042122676,  Machine learning
3042122676,  Computer science
3042122676,  Artificial intelligence
3042122676,  Online optimization
110110163,  Action description language
110110163,  Ontic
110110163,  Action language
110110163,  Constructed language
110110163,  Semantics
110110163,  Cognitive science
110110163,  Artificial intelligence
110110163,  Iterated function
110110163,  Mathematics
110110163,  Belief change
110110163, Semantics
110110163, Iterated function
110110163, Artificial intelligence
110110163, Action description language
110110163, Ontic
110110163, Mathematics
110110163, Constructed language
110110163, Action language
2578643423,  Applications of artificial intelligence
2578643423,  Boolean satisfiability problem
2578643423,  Artificial intelligence
2578643423,  Computer science
2578643423,  Algorithm
2578643423,  Early career
2578643423, Algorithm
2578643423, Artificial intelligence
2578643423, Applications of artificial intelligence
2578643423, Computer science
2578643423, Boolean satisfiability problem
89487098, Machine learning
89487098, Artificial intelligence
89487098, Coding (social sciences)
89487098, Natural language processing
89487098, Computer science
89487098, Popular culture
2078369692,  Activity recognition
2078369692,  Knowledge acquisition
2078369692,  Human–computer interaction
2078369692,  Speech recognition
2078369692,  Computer science
2078369692,  Commodity
2078369692,  Life activity
2078369692, Machine learning
2078369692, Activity recognition
2078369692, Artificial intelligence
2078369692, Knowledge acquisition
2078369692, Computer science
1809040466,  Maximum satisfiability problem
1809040466,  #SAT
1809040466,  True quantified Boolean formula
1809040466,  Boolean satisfiability problem
1809040466,  Boolean expression
1809040466,  Boolean circuit
1809040466,  Standard Boolean model
1809040466,  Product term
1809040466,  Discrete mathematics
1809040466,  Combinatorics
1809040466,  Mathematics
1809040466, Maximum satisfiability problem
1809040466, Combinatorics
1809040466, Discrete mathematics
1809040466, And-inverter graph
1809040466, True quantified Boolean formula
1809040466, #SAT
1809040466, Mathematics
1809040466, Standard Boolean model
1809040466, Boolean satisfiability problem
1809040466, Product term
1809040466, KarpLipton theorem
189896571, Recursion
189896571, Machine learning
189896571, Artificial intelligence
189896571, Integrable system
189896571, Information integration
189896571, Computer science
189896571, Data flow diagram
189896571, Theoretical computer science
1554911477,  Game theory
1554911477,  Nondeterministic algorithm
1554911477,  Artificial intelligence
1554911477,  Computer science
1554911477,  Game theoretic
1554911477,  Single agent
1554911477, Solution concept
1554911477, Machine learning
1554911477, Artificial intelligence
1554911477, Nondeterministic algorithm
1554911477, Game theory
1554911477, Computer science
1554911477, Management science
2112452703, Management information base
2112452703, Multithreading
2112452703, Software
2112452703, Computer network
2112452703, Computer science
2112452703, Simple Network Management Protocol
2112452703, Database
2112452703, Server
137561315,  Model-based reasoning
137561315,  Knowledge representation and reasoning
137561315,  Reasoning system
137561315,  Legal expert system
137561315,  Expert system
137561315,  Rule of inference
137561315,  Heuristic
137561315,  Artificial intelligence
137561315,  Computer science
137561315,  Affect (psychology)
137561315, Legal expert system
137561315, Machine learning
137561315, Artificial intelligence
137561315, Knowledge representation and reasoning
137561315, Heuristic
137561315, Model-based reasoning
137561315, Rule of inference
137561315, Affect (psychology)
137561315, Computer science
137561315, Expert system
137561315, Reasoning system
3041412367,  Sociology
3041412367,  Information retrieval
2966445777,  Theoretical computer science
2966445777,  Computer science
2966445777,  Graph
2963909162,  Automaton
2963909162,  Computer science
2963909162,  Theoretical computer science
1580693227, Algorithm
1580693227, Machine learning
1580693227, Artificial intelligence
1580693227, Enumeration
1580693227, Natural language processing
1580693227, Automated theorem proving
1580693227, Program synthesis
1580693227, Computer science
136688094,  Inductive transfer
136688094,  Multi-task learning
136688094,  Knowledge transfer
136688094,  Artificial intelligence
136688094,  Computer science
136688094,  Error-driven learning
136688094, Machine learning
136688094, Artificial intelligence
136688094, Knowledge transfer
136688094, Multi-task learning
136688094, Computer science
136688094, Error-driven learning
136688094, Inductive transfer
2747217579,  Symbolic behavior
2747217579,  Computer science
2747217579,  Transformative learning
2747217579,  Artificial intelligence
2747217579, Machine learning
2747217579, Artificial intelligence
2747217579, Symbolic behavior
2747217579, Computer science
2747217579, Transformative learning
3041442431,  Applied mathematics
3041442431,  Mathematics
3041442431,  Lagrangian decomposition
1546713981,  Artificial neural network
1546713981,  Support vector machine
1546713981,  Brain activity and meditation
1546713981,  Pattern recognition
1546713981,  Machine learning
1546713981,  Computer science
1546713981,  Artificial intelligence
1546713981,  Labeled data
1546713981,  Motor activity
1546713981, Machine learning
1546713981, Support vector machine
1546713981, Artificial intelligence
1546713981, Pattern recognition
1546713981, Labeled data
1546713981, Computer science
1546713981, Artificial neural network
2965603867,  Cluster analysis
2965603867,  Algorithm
2965603867,  Computer science
2965603867,  Fast algorithm
2624311256, Mathematical proof
2624311256, Algorithm
2624311256, Semantics
2624311256, Artificial intelligence
2624311256, Natural language processing
2624311256, Technical definition
2624311256, Mathematics
2624311256, Syntax
2624311256, Peano axioms
3013105246,  Machine learning
3013105246,  Computer science
3013105246,  Artificial intelligence
1697030722, Machine learning
1697030722, Iterated function
1697030722, Extensionality
1697030722, Artificial intelligence
1697030722, Natural language processing
1697030722, Natural approach
1697030722, Hierarchy
1697030722, Mathematics
1697030722, Notation
198382154,  Incremental decision tree
198382154,  Decision tree learning
198382154,  Interval tree
198382154,  Decision tree
198382154,  ID3 algorithm
198382154,  Weighted sum model
198382154,  Decision boundary
198382154,  Ranking
198382154,  Pattern recognition
198382154,  Data mining
198382154,  Mathematics
198382154,  Artificial intelligence
198382154, Incremental decision tree
198382154, Statistics
198382154, Machine learning
198382154, Artificial intelligence
198382154, Pattern recognition
198382154, ID3 algorithm
198382154, Weighted sum model
198382154, Ranking
198382154, Mathematics
198382154, Decision boundary
198382154, Decision tree learning
198382154, Decision tree
198382154, Interval tree
207664104,  Reduct
207664104,  Decomposition method (constraint satisfaction)
207664104,  Tree decomposition
207664104,  Dual graph
207664104,  Constraint satisfaction problem
207664104,  Treewidth
207664104,  Hypergraph
207664104,  Open problem
207664104,  Discrete mathematics
207664104,  Mathematics
207664104, Discrete mathematics
207664104, Machine learning
207664104, Mathematical optimization
207664104, Treewidth
207664104, Graph (abstract data type)
207664104, Decomposition method (constraint satisfaction)
207664104, Artificial intelligence
207664104, Dual graph
207664104, Constraint satisfaction problem
207664104, Hypergraph
207664104, Mathematics
207664104, Reduct
207664104, Tree decomposition
36043209,  Intelligent tutoring system
36043209,  Semantic interpretation
36043209,  Latent semantic analysis
36043209,  Natural language understanding
36043209,  TUTOR
36043209,  Natural language processing
36043209,  Computer science
36043209,  Algorithm
36043209,  Artificial intelligence
36043209, Algorithm
36043209, Machine learning
36043209, Artificial intelligence
36043209, Latent semantic analysis
36043209, Semantic interpretation
36043209, Natural language
36043209, Natural language processing
36043209, TUTOR
36043209, Intelligent tutoring system
36043209, Natural language understanding
36043209, Computer science
55041112,  Flow shop scheduling
55041112,  Job shop scheduling
55041112,  Scheduling (computing)
55041112,  Mathematical optimization
55041112,  Flattening
55041112,  Mathematics
55041112,  Heuristic optimization algorithm
55041112,  Job shop scheduling problem
55041112, Scheduling (computing)
55041112, Machine learning
55041112, Mathematical optimization
55041112, Artificial intelligence
55041112, Flow shop scheduling
55041112, Heuristic
55041112, Flattening
55041112, Computer science
55041112, Job shop scheduling
2741714876,  Decision support system
2741714876,  Artificial neural network
2741714876,  Artificial intelligence
2741714876,  Natural language processing
2741714876,  Computer science
2741714876, Decision support system
2741714876, Machine learning
2741714876, Artificial intelligence
2741714876, Natural language processing
2741714876, Computer science
2741714876, Artificial neural network
2709906, Data mining
2709906, Computer science
2580802682,  Artificial intelligence
2580802682,  Computer science
2580802682,  Multi label learning
2580802682, Machine learning
2580802682, Artificial intelligence
2580802682, Coordinate descent
2580802682, Exploit
2580802682, Computer science
2580802682, Oracle
165497971,  Artificial intelligence
165497971,  Applications of artificial intelligence
165497971,  Massively parallel
165497971,  Intelligent decision support system
165497971,  Supercomputer
165497971,  Genetic algorithm
165497971,  Computer science
165497971,  Artificial intelligence
165497971, Computer engineering
165497971, Machine learning
165497971, Artificial intelligence
165497971, Applications of artificial intelligence
165497971, Massively parallel
165497971, Artificial intelligence, situated approach
165497971, Computer science
165497971, Knowledge base
165497971, Intelligent decision support system
165497971, Supercomputer
165497971, Genetic algorithm
112681823,  Inference
112681823,  Integer programming
112681823,  Oracle
112681823,  Rendering (computer graphics)
112681823,  Algorithm
112681823,  Computer science
112681823,  Coherence (physics)
112681823,  Constraint optimization problem
112681823,  Graph
112681823,  Temporal information
112681823, Discrete mathematics
112681823, Machine learning
112681823, Graph
112681823, Artificial intelligence
112681823, Rendering (computer graphics)
112681823, Inference
112681823, Mathematics
112681823, Oracle
112681823, Constrained optimization
112681823, Integer programming
112681823, Coherence (physics)
158985314,  Relative direction
158985314,  Left and right
158985314,  Artificial intelligence
158985314, Machine learning
158985314, Artificial intelligence
158985314, Left and right
158985314, Relative direction
158985314, Mathematics
1623618347,  Well-founded semantics
1623618347,  Stable model semantics
1623618347,  Empty set
1623618347,  Infinite set
1623618347,  Equivalence (measure theory)
1623618347,  Universal set
1623618347,  Semantics
1623618347,  Algebra
1623618347,  Discrete mathematics
1623618347,  Mathematics
1623618347,  Program simplification
1623618347, Universal set
1623618347, Algorithm
1623618347, Discrete mathematics
1623618347, Semantics
1623618347, Stable model semantics
1623618347, Equivalence (measure theory)
1623618347, Infinite set
1623618347, Mathematics
1623618347, Well-founded semantics
1623618347, Empty set
2611064819,  End user
2611064819,  Human–computer interaction
2611064819,  Computer science
2611064819,  Learning to learn
2611064819,  Program behavior
2611064819,  Program structure
2611064819, Machine learning
2611064819, Artificial intelligence
2611064819, Natural language processing
2611064819, Computer science
1493653360,  Belief revision
1493653360,  Data science
1493653360,  Artificial intelligence
1493653360,  Computer science
1493653360, Machine learning
1493653360, Data mining
1493653360, Belief revision
1493653360, Artificial intelligence
1493653360, Computer science
2583812468,  Phonotactics
2583812468,  Computer science
2583812468,  Natural language processing
2583812468,  Artificial intelligence
2583812468, Machine learning
2583812468, Artificial intelligence
2583812468, Computer science
2583812468, Phonotactics
2964368284,  Unsupervised learning
2964368284,  Duality (optimization)
2964368284,  Penalty method
2964368284,  Deep learning
2964368284,  Data point
2964368284,  Mathematical optimization
2964368284,  Computer science
2964368284,  Generative grammar
2964368284,  Artificial intelligence
2964368284,  Gradient learning
2964368284,  Target distribution
1586772909, Machine learning
1586772909, Artificial intelligence
1586772909, Natural language processing
1586772909, Computer science
1586772909, Question answering
2572335555,  Conjunctive query
2572335555,  Boolean conjunctive query
2572335555,  EXPTIME
2572335555,  Description logic
2572335555,  NEXPTIME
2572335555,  Theoretical computer science
2572335555,  Ontology (information science)
2572335555,  Inverse
2572335555,  Mathematics
2572335555,  First order
2572335555, Description logic
2572335555, Algorithm
2572335555, Ranging
2572335555, Discrete mathematics
2572335555, Ontology (information science)
2572335555, Boolean conjunctive query
2572335555, Mathematics
2572335555, NEXPTIME
2572335555, EXPTIME
2572335555, Conjunctive query
2576443584,  Industrial robot
2576443584,  Paint robot
2576443584,  Constraint programming
2576443584,  Scenario testing
2576443584,  Robotics
2576443584,  Prolog
2576443584,  Process control
2576443584,  Constrained optimization
2576443584,  Control engineering
2576443584,  Simulation
2576443584,  Computer science
2576443584,  Artificial intelligence
2576443584, Machine learning
2576443584, Control engineering
2576443584, Motion control
2576443584, Artificial intelligence
2576443584, Process control
2576443584, Constraint programming
2576443584, Industrial robot
2576443584, Paint robot
2576443584, Robotics
2576443584, Computer science
2576443584, Simulation
2576443584, Scenario testing
2576443584, Prolog
2741522590, Machine learning
2741522590, Artificial intelligence
2741522590, Applied mathematics
2741522590, Computer science
2741522590, Certification
1479276347,  T-norm fuzzy logics
1479276347,  Principle of bivalence
1479276347,  Classical logic
1479276347,  Non-monotonic logic
1479276347,  Applications of artificial intelligence
1479276347,  Theoretical computer science
1479276347,  Algorithm
1479276347,  Mathematics
1479276347, Discrete mathematics
1479276347, Applications of artificial intelligence
1479276347, Non-monotonic logic
1479276347, Classical logic
1479276347, Mathematics
1479276347, Principle of bivalence
1479276347, T-norm fuzzy logics
2408748972,  Carelessness
2408748972,  Computational cognition
2408748972,  Jumping to conclusions
2408748972,  Cognitive psychology
2408748972,  Psychology
2408748972,  Artificial intelligence
2408748972,  Cognitive systems
2408748972, Machine learning
2408748972, Artificial intelligence
2408748972, Cognition
2408748972, Natural language processing
2408748972, Computational cognition
2408748972, Carelessness
2408748972, Jumping to conclusions
2408748972, Computer science
85975722, Recursion
85975722, Machine learning
85975722, Attribution
85975722, Artificial intelligence
85975722, Heuristic
85975722, Sentence
85975722, Mathematics
85975722, Categorical variable
349021416,  Unification
349021416,  Prolog
349021416,  Formal language
349021416,  Knowledge representation and reasoning
349021416,  Semantics
349021416,  Syntax
349021416,  Expression (mathematics)
349021416,  Equivalence (measure theory)
349021416,  Natural language processing
349021416,  Computer science
349021416,  Artificial intelligence
349021416, Semantics
349021416, Formal language
349021416, Artificial intelligence
349021416, Knowledge representation and reasoning
349021416, Equivalence (measure theory)
349021416, Natural language processing
349021416, Computer science
349021416, Syntax
349021416, Expression (mathematics)
349021416, Theoretical computer science
349021416, Prolog
349021416, Unification
139905090,  Cognitive model
139905090,  Connectionism
139905090,  The Symbolic
139905090,  Artificial intelligence
139905090,  Computer science
139905090,  Computation
139905090, Machine learning
139905090, Artificial intelligence
139905090, Cognitive model
139905090, The Symbolic
139905090, Computer science
139905090, Computation
139905090, Connectionism
1943751381,  Deductive reasoning
1943751381,  Rule of inference
1943751381,  Artificial intelligence
1943751381,  Theoretical computer science
1943751381,  Computer science
1943751381,  Cognitive science
1943751381,  Architecture
1943751381, Machine learning
1943751381, Architecture
1943751381, Artificial intelligence
1943751381, Cognitive science
1943751381, Rule of inference
1943751381, Computer science
1943751381, Deductive reasoning
1877548665,  Image retrieval
1877548665,  Interaction information
1877548665,  Information overload
1877548665,  Reuse
1877548665,  Information retrieval
1877548665,  Computer science
1877548665,  Application areas
1877548665,  Digital imagery
1877548665, Machine learning
1877548665, Artificial intelligence
1877548665, Image retrieval
1877548665, Information overload
1877548665, Reuse
1877548665, Information retrieval
1877548665, Interaction information
1877548665, Computer science
89583076,  Conceptual model
89583076,  Inference
89583076,  Theoretical computer science
89583076,  Computer science
89583076,  Supercomputer
89583076,  Critical area
89583076,  Data set
89583076,  Computational environment
89583076,  Fluid motion
89583076,  General theory
89583076, Machine learning
89583076, Conceptual model
89583076, Artificial intelligence
89583076, Inference
89583076, Computer science
89583076, Data set
89583076, Theoretical computer science
89583076, Fluid dynamics
2109909871,  Geospatial PDF
2109909871,  Geospatial analysis
2109909871,  Geographic information systems in geospatial intelligence
2109909871,  Geospatial content management system
2109909871,  SPARQL
2109909871,  Semantic matching
2109909871,  RDF
2109909871,  Information integration
2109909871,  Information retrieval
2109909871,  Computer science
2109909871, Geographic information systems in geospatial intelligence
2109909871, Data mining
2109909871, Geospatial PDF
2109909871, RDF
2109909871, Information retrieval
2109909871, Semantic matching
2109909871, Information integration
2109909871, Computer science
2109909871, SPARQL
2109909871, Geospatial content management system
2109909871, Geospatial analysis
2214053431, Decentralized planning
2214053431, Computer science
2214053431, Simulation
2808461032, Machine learning
2808461032, Payment
2808461032, Artificial intelligence
2808461032, Common value auction
2808461032, Microeconomics
2808461032, Computer science
1516214122, Radar imaging
1516214122, Artificial intelligence
1516214122, Multispectral image
1516214122, Scene statistics
1516214122, Change detection
1516214122, Aerial image
1516214122, Computer vision
1516214122, Computer science
1516214122, Feature extraction
1516214122, Symbolic data analysis
1516214122, Image processing
1488413758,  Distributed constraint optimization
1488413758,  Mathematical optimization
1488413758,  Distributed computing
1488413758,  Algorithm
1488413758,  Computer science
1488413758,  A priori and a posteriori
1488413758,  Complex problems
1488413758, Algorithm
1488413758, Distributed computing
1488413758, Mathematical optimization
1488413758, Community structure
1488413758, Distributed constraint optimization
1488413758, Computer science
1488413758, Upper and lower bounds
2964369444,  Satellite
2964369444,  Computer science
2964369444,  Information retrieval
36024447, Recursion
36024447, Machine learning
36024447, Artificial intelligence
36024447, Computer science
3034611851,  Abundance estimation
3034611851,  Regression
3034611851,  Statistics
1607265726,  Prolog
1607265726,  Inference engine
1607265726,  Knowledge-based systems
1607265726,  Knowledge base
1607265726,  Executable
1607265726,  Programming language
1607265726,  Computer science
1607265726,  Popularity
1607265726, Knowledge-based systems
1607265726, Artificial intelligence
1607265726, Executable
1607265726, Programming language
1607265726, Natural language processing
1607265726, Computer science
1607265726, Knowledge base
1607265726, Inference engine
1607265726, Prolog
2397156528, Formal system
2397156528, Machine learning
2397156528, Artificial intelligence
2397156528, Computer science
131002334,  Graphical model
131002334,  Preference elicitation
131002334,  Bayesian network
131002334,  Optimization problem
131002334,  Cartesian product
131002334,  Random variable
131002334,  Utility model
131002334,  Artificial intelligence
131002334,  Machine learning
131002334,  Certainty
131002334,  Mathematics
131002334, Machine learning
131002334, Random variable
131002334, Graph
131002334, Optimization problem
131002334, Artificial intelligence
131002334, Graphical model
131002334, Preference elicitation
131002334, Bayesian network
131002334, Computer science
131002334, Cartesian product
131002334, Certainty
2847741390, Machine learning
2847741390, Artificial intelligence
2847741390, Distributed constraint optimization
2847741390, Computer science
2847741390, Scalability
2847741390, Theoretical computer science
2847741390, Expressivity
1572073643, Algorithm
1572073643, Discrete mathematics
1572073643, Automated theorem proving
1572073643, Computer program
1572073643, Automatic programming
1572073643, Proof procedure
1572073643, Computer science
1572073643, Question answering
2963556938,  Unsupervised learning
2963556938,  Conditional random field
2963556938,  Embedding
2963556938,  Recurrent neural network
2963556938,  SemEval
2963556938,  Syntax
2963556938,  Pattern recognition
2963556938,  Computer science
2963556938,  Artificial intelligence
2572666084,  Resource allocation
2572666084,  Computational complexity theory
2572666084,  Monotonic function
2572666084,  Mathematical optimization
2572666084,  Mathematics
2572666084,  Envy-free
2572666084, Discrete mathematics
2572666084, Mathematical optimization
2572666084, Computational complexity theory
2572666084, Resource allocation
2572666084, Mathematics
2572666084, Monotonic function
2572666084, Envy-free
2911787994,  Cosine similarity
2911787994,  Euclidean distance
2911787994,  Dimensionality reduction
2911787994,  Embedding
2911787994,  Unit vector
2911787994,  Cluster analysis
2911787994,  Unit sphere
2911787994,  Matrix (mathematics)
2911787994,  Algorithm
2911787994,  Mathematics
1565646324,  Machine learning
1565646324,  Artificial intelligence
1565646324,  Computer science
1565646324,  Operator (computer programming)
1565646324, Machine learning
1565646324, Artificial intelligence
1565646324, Longitudinal study
1565646324, Computer science
1565646324, Operator (computer programming)
126356071, Legal expert system
126356071, Subject-matter expert
126356071, Knowledge-based systems
126356071, Tacit knowledge
126356071, Model-based reasoning
126356071, Computer science
126356071, Knowledge base
126356071, Knowledge management
126356071, Expert system
1532399371,  Reasoning system
1532399371,  Propositional calculus
1532399371,  Hopfield network
1532399371,  Proof procedure
1532399371,  Inference engine
1532399371,  Connectionism
1532399371,  Knowledge base
1532399371,  Artificial neural network
1532399371,  Artificial intelligence
1532399371,  Mathematics
1532399371, Discrete mathematics
1532399371, Machine learning
1532399371, Artificial intelligence
1532399371, Proof procedure
1532399371, Mathematics
1532399371, Knowledge base
1532399371, Hopfield network
1532399371, Inference engine
1532399371, Artificial neural network
1532399371, Propositional calculus
1532399371, Monotonic function
1532399371, Reasoning system
2144136012,  Natural language generation
2144136012,  Parsing
2144136012,  Treebank
2144136012,  Rule-based machine translation
2144136012,  Natural language processing
2144136012,  Machine learning
2144136012,  Computer science
2144136012,  Robustness (computer science)
2144136012,  Headway
2144136012,  Artificial intelligence
2144136012,  Domain independence
2144136012, Machine learning
2144136012, Artificial intelligence
2144136012, Parsing
2144136012, Natural language
2144136012, Natural language processing
2144136012, Treebank
2144136012, Natural language generation
2144136012, Computer science
2144136012, Rule-based machine translation
2144136012, Robustness (computer science)
2808561426, Machine learning
2808561426, Artificial intelligence
2808561426, Collaborative filtering
2808561426, Computer science
1604067929, Algorithm
1604067929, Machine learning
1604067929, Data processing
1604067929, Artificial intelligence
1604067929, Pattern recognition
1604067929, Software
1604067929, Scanner
1604067929, Computer vision
1604067929, Feature (machine learning)
1604067929, Computer science
200217546,  Robot control
200217546,  Mobile robot
200217546,  Mobile robot navigation
200217546,  Mobile manipulator
200217546,  Robot
200217546,  Computer vision
200217546,  Exploit
200217546,  Computer science
200217546,  Artificial intelligence
200217546,  Motion direction
2160549733,  Inference
2160549733,  Knowledge-based systems
2160549733,  Computer science
2160549733,  Artificial intelligence
2160549733, Knowledge-based systems
2160549733, Machine learning
